,category,word,segmentation,prediction,distance,overlaps,f1v2_tp,f1v2_fp,f1v2_fn,f1v3_tp,f1v3_fp,f1v3_fn
6071,_000,mondo,mondo,mon @@do,1,0,0,2,1,0,1,1
6072,_000,monkscloth,monkscloth,monks @@cloth,1,0,0,2,1,0,1,1
6073,_000,monoamorous,monoamorous,mono @@amo @@rous,2,0,0,3,1,0,2,1
6074,_000,monochromacy,monochromacy,mono @@ch @@rom @@acy,3,0,0,4,1,0,3,1
6075,_000,monocoque,monocoque,mono @@co @@que,2,0,0,3,1,0,2,1
6076,_000,monody,monody,mono @@dy,1,0,0,2,1,0,1,1
6077,_000,monomerous,monomerous,mono @@mer @@ous,2,0,0,3,1,0,2,1
6078,_000,monoxyle,monoxyle,mono @@xy @@le,2,0,0,3,1,0,2,1
6079,_000,monseigneur,monseigneur,mons @@ei @@gne @@ur,3,0,0,4,1,0,3,1
6080,_000,monster,monster,monster,0,1,1,0,0,1,0,0
6081,_000,montanic,montanic,mont @@ani @@c,2,0,0,3,1,0,2,1
6082,_000,monticellite,monticellite,mont @@ice @@lli @@te,3,0,0,4,1,0,3,1
6083,_000,moodir,moodir,mood @@ir,1,0,0,2,1,0,1,1
6084,_000,mopungite,mopungite,mo @@pu @@ng @@ite,3,0,0,4,1,0,3,1
6085,_000,mora,mora,mora,0,1,1,0,0,1,0,0
6086,_000,moraine,moraine,mora @@ine,1,0,0,2,1,0,1,1
6087,_000,morbidezza,morbidezza,mor @@bid @@ez @@za,3,0,0,4,1,0,3,1
6088,_000,morbose,morbose,mor @@bos @@e,2,0,0,3,1,0,2,1
6089,_000,morceau,morceau,mor @@cea @@u,2,0,0,3,1,0,2,1
6090,_000,morena,morena,more @@na,1,0,0,2,1,0,1,1
6091,_000,morgan,morgan,morgan,0,1,1,0,0,1,0,0
6092,_000,moribund,moribund,mori @@bund,1,0,0,2,1,0,1,1
6093,_000,mornay,mornay,mor @@nay,1,0,0,2,1,0,1,1
6094,_000,morosis,morosis,mor @@osis,1,0,0,2,1,0,1,1
6095,_000,morphon,morphon,mor @@phon,1,0,0,2,1,0,1,1
6096,_000,mortadella,mortadella,mort @@ade @@lla,2,0,0,3,1,0,2,1
6097,_000,mortarium,mortarium,mortar @@ium,1,0,0,2,1,0,1,1
6098,_000,mortgageor,mortgageor,mortgage @@or,1,0,0,2,1,0,1,1
6099,_000,mortuary,mortuary,mort @@uary,1,0,0,2,1,0,1,1
6100,_000,moruti,moruti,mor @@uti,1,0,0,2,1,0,1,1
6101,_000,mosapride,mosapride,mo @@sa @@pr @@ide,3,0,0,4,1,0,3,1
6102,_000,mosasaur,mosasaur,mo @@sas @@aur,2,0,0,3,1,0,2,1
6103,_000,mostaccioli,mostaccioli,most @@ac @@cio @@li,3,0,0,4,1,0,3,1
6104,_000,motatorious,motatorious,mo @@tat @@orio @@us,3,0,0,4,1,0,3,1
6105,_000,motia,motia,mo @@tia,1,0,0,2,1,0,1,1
6106,_000,motive,motive,motive,0,1,1,0,0,1,0,0
6107,_000,motrix,motrix,mo @@trix,1,0,0,2,1,0,1,1
6108,_000,motti,motti,mo @@tti,1,0,0,2,1,0,1,1
6109,_000,mouchard,mouchard,mo @@uch @@ard,2,0,0,3,1,0,2,1
6110,_000,moulin,moulin,mo @@ulin,1,0,0,2,1,0,1,1
6111,_000,mow,mow,mo @@w,1,0,0,2,1,0,1,1
6112,_000,mozzetta,mozzetta,mo @@zz @@etta,2,0,0,3,1,0,2,1
6113,_000,mpret,mpret,mp @@ret,1,0,0,2,1,0,1,1
6114,_000,msakhurtukhutsesi,msakhurtukhutsesi,ms @@akh @@urt @@uk @@hu @@ts @@es @@i,7,0,0,8,1,0,7,1
6115,_000,mu'min,mu'min,mu ' min,2,0,0,3,1,0,2,1
6116,_000,mucific,mucific,mu @@ci @@fi @@c,3,0,0,4,1,0,3,1
6117,_000,mucivore,mucivore,mu @@ci @@vor @@e,3,0,0,4,1,0,3,1
6118,_000,muckawis,muckawis,mu @@ck @@aw @@is,3,0,0,4,1,0,3,1
6119,_000,mucoidal,mucoidal,mu @@co @@idal,2,0,0,3,1,0,2,1
6120,_000,mud,mud,mud,0,1,1,0,0,1,0,0
6121,_000,mudnester,mudnester,mud @@nes @@ter,2,0,0,3,1,0,2,1
6122,_000,muezzin,muezzin,mu @@ez @@zin,2,0,0,3,1,0,2,1
6123,_000,mugham,mugham,mug @@ham,1,0,0,2,1,0,1,1
6124,_000,muhassil,muhassil,mu @@has @@sil,2,0,0,3,1,0,2,1
6125,_000,mujerado,mujerado,mu @@jer @@ado,2,0,0,3,1,0,2,1
6126,_000,mujtahid,mujtahid,mu @@j @@ta @@hid,3,0,0,4,1,0,3,1
6127,_000,mulch,mulch,mu @@lch,1,0,0,2,1,0,1,1
6128,_000,mulct,mulct,mu @@lc @@t,2,0,0,3,1,0,2,1
6129,_000,muliebral,muliebral,mu @@lie @@bra @@l,3,0,0,4,1,0,3,1
6130,_000,mulier,mulier,mu @@lier,1,0,0,2,1,0,1,1
6131,_000,mullein,mullein,mu @@lle @@in,2,0,0,3,1,0,2,1
6132,_000,multiferous,multiferous,multi @@fer @@ous,2,0,0,3,1,0,2,1
6133,_000,multiloquy,multiloquy,multi @@lo @@qu @@y,3,0,0,4,1,0,3,1
6134,_000,multip,multip,multi @@p,1,0,0,2,1,0,1,1
6135,_000,mum,mum,mum,0,1,1,0,0,1,0,0
6136,_000,mump,mump,mum @@p,1,0,0,2,1,0,1,1
6137,_000,munch,munch,mu @@nch,1,0,0,2,1,0,1,1
6138,_000,munge,munge,mu @@nge,1,0,0,2,1,0,1,1
6139,_000,muni,muni,mu @@ni,1,0,0,2,1,0,1,1
6140,_000,murage,murage,mu @@rage,1,0,0,2,1,0,1,1
6141,_000,muraglitazar,muraglitazar,mu @@rag @@lita @@zar,3,0,0,4,1,0,3,1
6142,_000,muraqabah,muraqabah,mu @@ra @@qa @@bah,3,0,0,4,1,0,3,1
6143,_000,murine,murine,mu @@rine,1,0,0,2,1,0,1,1
6144,_000,murre,murre,mu @@rre,1,0,0,2,1,0,1,1
6145,_000,muschetor,muschetor,mu @@sche @@tor,2,0,0,3,1,0,2,1
6146,_000,muscle,muscle,muscle,0,1,1,0,0,1,0,0
6147,_000,musculosity,musculosity,mu @@scu @@los @@ity,3,0,0,4,1,0,3,1
6148,_000,musculus,musculus,mu @@scu @@lus,2,0,0,3,1,0,2,1
6149,_000,musette,musette,muse @@tte,1,0,0,2,1,0,1,1
6150,_000,museum,museum,museum,0,1,1,0,0,1,0,0
6151,_000,mushbooh,mushbooh,mu @@sh @@bo @@oh,3,0,0,4,1,0,3,1
6152,_000,musicale,musicale,musical @@e,1,0,0,2,1,0,1,1
6153,_000,musicologic,musicologic,music @@olo @@gic,2,0,0,3,1,0,2,1
6154,_000,mussel,mussel,mu @@ssel,1,0,0,2,1,0,1,1
6155,_000,mutandum,mutandum,mu @@tan @@du @@m,3,0,0,4,1,0,3,1
6156,_000,mutch,mutch,mu @@tch,1,0,0,2,1,0,1,1
6157,_000,mutility,mutility,mu @@tility,1,0,0,2,1,0,1,1
6158,_000,muton,muton,mu @@ton,1,0,0,2,1,0,1,1
6159,_000,mutule,mutule,mu @@tu @@le,2,0,0,3,1,0,2,1
6160,_000,mxn,mxn,mx @@n,1,0,0,2,1,0,1,1
6161,_000,mycoplasmosis,mycoplasmosis,my @@co @@pl @@as @@mos @@is,5,0,0,6,1,0,5,1
6162,_000,myeon,myeon,my @@eon,1,0,0,2,1,0,1,1
6163,_000,mygale,mygale,my @@gal @@e,2,0,0,3,1,0,2,1
6164,_000,myologic,myologic,my @@olo @@gic,2,0,0,3,1,0,2,1
6165,_000,myopia,myopia,my @@op @@ia,2,0,0,3,1,0,2,1
6166,_000,myriapod,myriapod,my @@ria @@pod,2,0,0,3,1,0,2,1
6167,_000,myringa,myringa,my @@ring @@a,2,0,0,3,1,0,2,1
6168,_000,mystique,mystique,my @@sti @@que,2,0,0,3,1,0,2,1
6169,_000,mythomane,mythomane,myth @@oman @@e,2,0,0,3,1,0,2,1
6170,_000,mythoplasm,mythoplasm,myth @@op @@las @@m,3,0,0,4,1,0,3,1
6171,_000,myxine,myxine,my @@xin @@e,2,0,0,3,1,0,2,1
6172,_000,mzee,mzee,m @@zee,1,0,0,2,1,0,1,1
6173,_000,mzungu,mzungu,m @@zu @@ng @@u,3,0,0,4,1,0,3,1
6174,_000,naartje,naartje,na @@art @@je,2,0,0,3,1,0,2,1
6175,_000,nabby,nabby,na @@bby,1,0,0,2,1,0,1,1
6176,_000,nad,nad,nad,0,1,1,0,0,1,0,0
6177,_000,nadir,nadir,nad @@ir,1,0,0,2,1,0,1,1
6178,_000,naevus,naevus,na @@ev @@us,2,0,0,3,1,0,2,1
6179,_000,nageire,nageire,na @@ge @@ire,2,0,0,3,1,0,2,1
6180,_000,nagewaza,nagewaza,na @@ge @@wa @@za,3,0,0,4,1,0,3,1
6181,_000,naggin,naggin,na @@gg @@in,2,0,0,3,1,0,2,1
6182,_000,nahiyah,nahiyah,nah @@iya @@h,2,0,0,3,1,0,2,1
6183,_000,nakabandi,nakabandi,nak @@aba @@ndi,2,0,0,3,1,0,2,1
6184,_000,nake,nake,nak @@e,1,0,0,2,1,0,1,1
6185,_000,nakharar,nakharar,nak @@hara @@r,2,0,0,3,1,0,2,1
6186,_000,namous,namous,nam @@ous,1,0,0,2,1,0,1,1
6187,_000,namuwite,namuwite,nam @@uw @@ite,2,0,0,3,1,0,2,1
6188,_000,nancified,nancified,nan @@ci @@fied,2,0,0,3,1,0,2,1
6189,_000,naniq,naniq,nan @@iq,1,0,0,2,1,0,1,1
6190,_000,nanori,nanori,nano @@ri,1,0,0,2,1,0,1,1
6191,_000,nanten,nanten,nan @@ten,1,0,0,2,1,0,1,1
6192,_000,nanto,nanto,nan @@to,1,0,0,2,1,0,1,1
6193,_000,nantokite,nantokite,nan @@tok @@ite,2,0,0,3,1,0,2,1
6194,_000,napoleon,napoleon,napoleon,0,1,1,0,0,1,0,0
6195,_000,napoo,napoo,nap @@oo,1,0,0,2,1,0,1,1
6196,_000,naqib,naqib,na @@qi @@b,2,0,0,3,1,0,2,1
6197,_000,narcissine,narcissine,na @@rc @@iss @@ine,3,0,0,4,1,0,3,1
6198,_000,narezushi,narezushi,na @@re @@zu @@shi,3,0,0,4,1,0,3,1
6199,_000,narghile,narghile,na @@rgh @@ile,2,0,0,3,1,0,2,1
6200,_000,nariform,nariform,na @@ri @@form,2,0,0,3,1,0,2,1
6201,_000,narthex,narthex,na @@rth @@ex,2,0,0,3,1,0,2,1
6202,_000,nary,nary,na @@ry,1,0,0,2,1,0,1,1
6203,_000,natal,natal,natal,0,1,1,0,0,1,0,0
6204,_000,nataloin,nataloin,natal @@oin,1,0,0,2,1,0,1,1
6205,_000,natick,natick,nat @@ick,1,0,0,2,1,0,1,1
6206,_000,natrochalcite,natrochalcite,nat @@ro @@chal @@cite,3,0,0,4,1,0,3,1
6207,_000,natto,natto,nat @@to,1,0,0,2,1,0,1,1
6208,_000,nauplius,nauplius,na @@up @@lius,2,0,0,3,1,0,2,1
6209,_000,navbar,navbar,na @@vb @@ar,2,0,0,3,1,0,2,1
6210,_000,nazar,nazar,na @@zar,1,0,0,2,1,0,1,1
6211,_000,neam,neam,ne @@am,1,0,0,2,1,0,1,1
6212,_000,nearside,nearside,near @@side,1,0,0,2,1,0,1,1
6213,_000,neathanded,neathanded,neat @@hand @@ed,2,0,0,3,1,0,2,1
6214,_000,neb,neb,ne @@b,1,0,0,2,1,0,1,1
6215,_000,nebris,nebris,ne @@bri @@s,2,0,0,3,1,0,2,1
6216,_000,nebuly,nebuly,ne @@bu @@ly,2,0,0,3,1,0,2,1
6217,_000,necessity,necessity,necessity,0,1,1,0,0,1,0,0
6218,_000,necitumumab,necitumumab,nec @@it @@um @@uma @@b,4,0,0,5,1,0,4,1
6219,_000,neckbone,neckbone,neck @@bone,1,0,0,2,1,0,1,1
6220,_000,necridic,necridic,nec @@rid @@ic,2,0,0,3,1,0,2,1
6221,_000,needle,needle,needle,0,1,1,0,0,1,0,0
6222,_000,nemesia,nemesia,ne @@mes @@ia,2,0,0,3,1,0,2,1
6223,_000,neo,neo,neo,0,1,1,0,0,1,0,0
6224,_000,neokoros,neokoros,neo @@kor @@os,2,0,0,3,1,0,2,1
6225,_000,neoterise,neoterise,neo @@ter @@ise,2,0,0,3,1,0,2,1
6226,_000,nepadutant,nepadutant,ne @@pad @@uta @@nt,3,0,0,4,1,0,3,1
6227,_000,nepheline,nepheline,ne @@ph @@elin @@e,3,0,0,4,1,0,3,1
6228,_000,nephrite,nephrite,ne @@ph @@rite,2,0,0,3,1,0,2,1
6229,_000,nepionic,nepionic,ne @@pio @@nic,2,0,0,3,1,0,2,1
6230,_000,nereid,nereid,ne @@re @@id,2,0,0,3,1,0,2,1
6231,_000,nesiote,nesiote,nes @@iot @@e,2,0,0,3,1,0,2,1
6232,_000,neta,neta,net @@a,1,0,0,2,1,0,1,1
6233,_000,neumorphism,neumorphism,ne @@um @@or @@phi @@sm,4,0,0,5,1,0,4,1
6234,_000,neuter,neuter,ne @@uter,1,0,0,2,1,0,1,1
6235,_000,neutral,neutral,neutral,0,1,1,0,0,1,0,0
6236,_000,neverland,neverland,never @@land,1,0,0,2,1,0,1,1
6237,_000,nevertheless,nevertheless,nevertheless,0,1,1,0,0,1,0,0
6238,_000,nexion,nexion,ne @@xi @@on,2,0,0,3,1,0,2,1
6239,_000,nexum,nexum,ne @@x @@um,2,0,0,3,1,0,2,1
6240,_000,nick,nick,nick,0,1,1,0,0,1,0,0
6241,_000,nickelschneebergite,nickelschneebergite,nickel @@sch @@nee @@berg @@ite,4,0,0,5,1,0,4,1
6242,_000,nictation,nictation,nic @@tation,1,0,0,2,1,0,1,1
6243,_000,nidder,nidder,ni @@dder,1,0,0,2,1,0,1,1
6244,_000,nidget,nidget,ni @@dget,1,0,0,2,1,0,1,1
6245,_000,nief,nief,ni @@ef,1,0,0,2,1,0,1,1
6246,_000,nigeran,nigeran,niger @@an,1,0,0,2,1,0,1,1
6247,_000,nignay,nignay,ni @@gna @@y,2,0,0,3,1,0,2,1
6248,_000,nigrine,nigrine,ni @@grin @@e,2,0,0,3,1,0,2,1
6249,_000,nigrosine,nigrosine,ni @@gr @@osi @@ne,3,0,0,4,1,0,3,1
6250,_000,nihility,nihility,ni @@hil @@ity,2,0,0,3,1,0,2,1
6251,_000,nimious,nimious,ni @@mi @@ous,2,0,0,3,1,0,2,1
6252,_000,nimite,nimite,ni @@mite,1,0,0,2,1,0,1,1
6253,_000,nimrod,nimrod,ni @@m @@rod,2,0,0,3,1,0,2,1
6254,_000,nincompoop,nincompoop,ni @@nco @@mp @@oop,3,0,0,4,1,0,3,1
6255,_000,nippit,nippit,ni @@pp @@it,2,0,0,3,1,0,2,1
6256,_000,nippitatum,nippitatum,ni @@pp @@ita @@tum,3,0,0,4,1,0,3,1
6257,_000,nisus,nisus,ni @@sus,1,0,0,2,1,0,1,1
6258,_000,nitency,nitency,ni @@ten @@cy,2,0,0,3,1,0,2,1
6259,_000,nivean,nivean,ni @@ve @@an,2,0,0,3,1,0,2,1
6260,_000,nob,nob,no @@b,1,0,0,2,1,0,1,1
6261,_000,nocake,nocake,no @@cake,1,0,0,2,1,0,1,1
6262,_000,nociceptor,nociceptor,no @@cic @@ept @@or,3,0,0,4,1,0,3,1
6263,_000,nocifensive,nocifensive,no @@ci @@fen @@sive,3,0,0,4,1,0,3,1
6264,_000,nocino,nocino,no @@cino,1,0,0,2,1,0,1,1
6265,_000,nock,nock,no @@ck,1,0,0,2,1,0,1,1
6266,_000,nocturia,nocturia,no @@ct @@uria,2,0,0,3,1,0,2,1
6267,_000,nocument,nocument,no @@cum @@ent,2,0,0,3,1,0,2,1
6268,_000,nodachi,nodachi,nod @@achi,1,0,0,2,1,0,1,1
6269,_000,nodation,nodation,nod @@ation,1,0,0,2,1,0,1,1
6270,_000,nodularin,nodularin,nod @@ular @@in,2,0,0,3,1,0,2,1
6271,_000,nodulus,nodulus,nod @@ulus,1,0,0,2,1,0,1,1
6272,_000,noll,noll,no @@ll,1,0,0,2,1,0,1,1
6273,_000,nonagrian,nonagrian,non @@ag @@rian,2,0,0,3,1,0,2,1
6274,_000,nonchalant,nonchalant,non @@chal @@ant,2,0,0,3,1,0,2,1
6275,_000,nonet,nonet,none @@t,1,0,0,2,1,0,1,1
6276,_000,nonetto,nonetto,none @@tto,1,0,0,2,1,0,1,1
6277,_000,nonius,nonius,non @@ius,1,0,0,2,1,0,1,1
6278,_000,nook,nook,no @@ok,1,0,0,2,1,0,1,1
6279,_000,nordmarkite,nordmarkite,nord @@mark @@ite,2,0,0,3,1,0,2,1
6280,_000,norelgestromin,norelgestromin,nor @@el @@ges @@trom @@in,4,0,0,5,1,0,4,1
6281,_000,norm,norm,norm,0,1,1,0,0,1,0,0
6282,_000,nostrify,nostrify,nos @@tri @@fy,2,0,0,3,1,0,2,1
6283,_000,nothingburger,nothingburger,nothing @@burg @@er,2,0,0,3,1,0,2,1
6284,_000,nothosaur,nothosaur,not @@hos @@aur,2,0,0,3,1,0,2,1
6285,_000,notory,notory,not @@ory,1,0,0,2,1,0,1,1
6286,_000,notum,notum,not @@um,1,0,0,2,1,0,1,1
6287,_000,notwork,notwork,not @@work,1,0,0,2,1,0,1,1
6288,_000,nought,nought,no @@ught,1,0,0,2,1,0,1,1
6289,_000,noursle,noursle,no @@urs @@le,2,0,0,3,1,0,2,1
6290,_000,novate,novate,nova @@te,1,0,0,2,1,0,1,1
6291,_000,novillada,novillada,novi @@lla @@da,2,0,0,3,1,0,2,1
6292,_000,novum,novum,nov @@um,1,0,0,2,1,0,1,1
6293,_000,nubilous,nubilous,nu @@bil @@ous,2,0,0,3,1,0,2,1
6294,_000,nucin,nucin,nu @@cin,1,0,0,2,1,0,1,1
6295,_000,nucleopolyhedrovirus,nucleopolyhedrovirus,nu @@cle @@op @@ol @@y @@hed @@rov @@irus,7,0,0,8,1,0,7,1
6296,_000,nudification,nudification,nu @@di @@fication,2,0,0,3,1,0,2,1
6297,_000,nudifidian,nudifidian,nu @@di @@fi @@dian,3,0,0,4,1,0,3,1
6298,_000,nugatory,nugatory,nu @@gat @@ory,2,0,0,3,1,0,2,1
6299,_000,numerate,numerate,nu @@mer @@ate,2,0,0,3,1,0,2,1
6300,_000,numero,numero,nu @@mer @@o,2,0,0,3,1,0,2,1
6301,_000,numismatic,numismatic,nu @@mism @@atic,2,0,0,3,1,0,2,1
6302,_000,numnah,numnah,nu @@m @@nah,2,0,0,3,1,0,2,1
6303,_000,nunciature,nunciature,nun @@cia @@ture,2,0,0,3,1,0,2,1
6304,_000,nuque,nuque,nu @@que,1,0,0,2,1,0,1,1
6305,_000,nut,nut,nut,0,1,1,0,0,1,0,0
6306,_000,nutrication,nutrication,nut @@rica @@tion,2,0,0,3,1,0,2,1
6307,_000,nutrient,nutrient,nutrient,0,1,1,0,0,1,0,0
6308,_000,nylon,nylon,nylon,0,1,1,0,0,1,0,0
6309,_000,nymph,nymph,ny @@mp @@h,2,0,0,3,1,0,2,1
6310,_000,oasis,oasis,oasis,0,1,1,0,0,1,0,0
6311,_000,oat,oat,o @@at,1,0,0,2,1,0,1,1
6312,_000,obdiplostemonous,obdiplostemonous,ob @@di @@pl @@ost @@emon @@ous,5,0,0,6,1,0,5,1
6313,_000,obdurate,obdurate,ob @@dur @@ate,2,0,0,3,1,0,2,1
6314,_000,obfirmation,obfirmation,ob @@firm @@ation,2,0,0,3,1,0,2,1
6315,_000,obley,obley,ob @@ley,1,0,0,2,1,0,1,1
6316,_000,obliviate,obliviate,ob @@li @@via @@te,3,0,0,4,1,0,3,1
6317,_000,obsidional,obsidional,ob @@si @@dion @@al,3,0,0,4,1,0,3,1
6318,_000,obtrectation,obtrectation,ob @@tre @@cta @@tion,3,0,0,4,1,0,3,1
6319,_000,obtundent,obtundent,ob @@tu @@nden @@t,3,0,0,4,1,0,3,1
6320,_000,obvention,obvention,ob @@vent @@ion,2,0,0,3,1,0,2,1
6321,_000,occabot,occabot,o @@cca @@bot,2,0,0,3,1,0,2,1
6322,_000,occluse,occluse,o @@cc @@lus @@e,3,0,0,4,1,0,3,1
6323,_000,ocellation,ocellation,o @@cel @@lation,2,0,0,3,1,0,2,1
6324,_000,ochdamh,ochdamh,och @@dam @@h,2,0,0,3,1,0,2,1
6325,_000,octilinear,octilinear,oct @@ili @@nea @@r,3,0,0,4,1,0,3,1
6326,_000,octomino,octomino,oct @@omi @@no,2,0,0,3,1,0,2,1
6327,_000,oculary,oculary,o @@cular @@y,2,0,0,3,1,0,2,1
6328,_000,odiferous,odiferous,odi @@fer @@ous,2,0,0,3,1,0,2,1
6329,_000,odonatist,odonatist,o @@don @@ati @@st,3,0,0,4,1,0,3,1
6330,_000,odour,odour,o @@dou @@r,2,0,0,3,1,0,2,1
6331,_000,oecist,oecist,o @@ec @@ist,2,0,0,3,1,0,2,1
6332,_000,oenite,oenite,o @@eni @@te,2,0,0,3,1,0,2,1
6333,_000,oenomel,oenomel,o @@eno @@mel,2,0,0,3,1,0,2,1
6334,_000,offense,offense,offense,0,1,1,0,0,1,0,0
6335,_000,ohm,ohm,oh @@m,1,0,0,2,1,0,1,1
6336,_000,oikophobe,oikophobe,o @@iko @@ph @@obe,3,0,0,4,1,0,3,1
6337,_000,ojek,ojek,o @@je @@k,2,0,0,3,1,0,2,1
6338,_000,okiya,okiya,ok @@iya,1,0,0,2,1,0,1,1
6339,_000,okra,okra,ok @@ra,1,0,0,2,1,0,1,1
6340,_000,oleaginous,oleaginous,ole @@agi @@nous,2,0,0,3,1,0,2,1
6341,_000,olent,olent,ole @@nt,1,0,0,2,1,0,1,1
6342,_000,olifant,olifant,ol @@if @@ant,2,0,0,3,1,0,2,1
6343,_000,oligaemia,oligaemia,ol @@iga @@emia,2,0,0,3,1,0,2,1
6344,_000,oligandrous,oligandrous,ol @@igan @@dro @@us,3,0,0,4,1,0,3,1
6345,_000,oligomeganephronia,oligomeganephronia,ol @@igo @@me @@gan @@ep @@hr @@onia,6,0,0,7,1,0,6,1
6346,_000,olingo,olingo,ol @@ing @@o,2,0,0,3,1,0,2,1
6347,_000,olitiau,olitiau,ol @@itia @@u,2,0,0,3,1,0,2,1
6348,_000,olsacherite,olsacherite,ol @@sa @@cher @@ite,3,0,0,4,1,0,3,1
6349,_000,olympite,olympite,ol @@ym @@pit @@e,3,0,0,4,1,0,3,1
6350,_000,omaveloxolone,omaveloxolone,om @@ave @@lo @@x @@olo @@ne,5,0,0,6,1,0,5,1
6351,_000,ombrophyte,ombrophyte,om @@bro @@phy @@te,3,0,0,4,1,0,3,1
6352,_000,omikuji,omikuji,om @@ik @@uj @@i,3,0,0,4,1,0,3,1
6353,_000,omlah,omlah,om @@lah,1,0,0,2,1,0,1,1
6354,_000,omniscient,omniscient,om @@nis @@cie @@nt,3,0,0,4,1,0,3,1
6355,_000,omnium,omnium,om @@nium,1,0,0,2,1,0,1,1
6356,_000,omnivagant,omnivagant,om @@ni @@va @@gan @@t,4,0,0,5,1,0,4,1
6357,_000,omophagia,omophagia,om @@op @@ha @@gia,3,0,0,4,1,0,3,1
6358,_000,omphacine,omphacine,om @@pha @@cine,2,0,0,3,1,0,2,1
6359,_000,ondiola,ondiola,on @@dio @@la,2,0,0,3,1,0,2,1
6360,_000,oneirophrenia,oneirophrenia,one @@iro @@ph @@ren @@ia,4,0,0,5,1,0,4,1
6361,_000,onerary,onerary,one @@rar @@y,2,0,0,3,1,0,2,1
6362,_000,oniomania,oniomania,on @@iom @@ania,2,0,0,3,1,0,2,1
6363,_000,onnagata,onnagata,on @@na @@gata,2,0,0,3,1,0,2,1
6364,_000,onomatope,onomatope,ono @@mat @@ope,2,0,0,3,1,0,2,1
6365,_000,onomatopoeia,onomatopoeia,ono @@mat @@op @@oe @@ia,4,0,0,5,1,0,4,1
6366,_000,oontz,oontz,o @@ont @@z,2,0,0,3,1,0,2,1
6367,_000,oopart,oopart,o @@opa @@rt,2,0,0,3,1,0,2,1
6368,_000,ooze,ooze,o @@oz @@e,2,0,0,3,1,0,2,1
6369,_000,openess,openess,open @@ess,1,0,0,2,1,0,1,1
6370,_000,operculum,operculum,op @@er @@cu @@lum,3,0,0,4,1,0,3,1
6371,_000,ophiure,ophiure,op @@hi @@ure,2,0,0,3,1,0,2,1
6372,_000,opifice,opifice,op @@ifice,1,0,0,2,1,0,1,1
6373,_000,opificer,opificer,op @@ifice @@r,2,0,0,3,1,0,2,1
6374,_000,opinative,opinative,op @@ina @@tive,2,0,0,3,1,0,2,1
6375,_000,opisthobranch,opisthobranch,op @@ist @@ho @@bra @@nch,4,0,0,5,1,0,4,1
6376,_000,opisthokont,opisthokont,op @@ist @@ho @@kon @@t,4,0,0,5,1,0,4,1
6377,_000,opium,opium,opium,0,1,1,0,0,1,0,0
6378,_000,oppilate,oppilate,op @@pi @@late,2,0,0,3,1,0,2,1
6379,_000,opplete,opplete,op @@ple @@te,2,0,0,3,1,0,2,1
6380,_000,opportune,opportune,op @@port @@une,2,0,0,3,1,0,2,1
6381,_000,opposite,opposite,opposite,0,1,1,0,0,1,0,0
6382,_000,oppositipetalous,oppositipetalous,op @@po @@sit @@ipe @@tal @@ous,5,0,0,6,1,0,5,1
6383,_000,oppositisepalous,oppositisepalous,op @@po @@sit @@ise @@pal @@ous,5,0,0,6,1,0,5,1
6384,_000,oppressour,oppressour,op @@press @@our,2,0,0,3,1,0,2,1
6385,_000,opsigamy,opsigamy,ops @@iga @@my,2,0,0,3,1,0,2,1
6386,_000,optimity,optimity,opt @@imi @@ty,2,0,0,3,1,0,2,1
6387,_000,oranda,oranda,or @@anda,1,0,0,2,1,0,1,1
6388,_000,orate,orate,or @@ate,1,0,0,2,1,0,1,1
6389,_000,orbation,orbation,orb @@ation,1,0,0,2,1,0,1,1
6390,_000,orchanet,orchanet,or @@chan @@et,2,0,0,3,1,0,2,1
6391,_000,ordnance,ordnance,ordnance,0,1,1,0,0,1,0,0
6392,_000,oreophilous,oreophilous,ore @@op @@hil @@ous,3,0,0,4,1,0,3,1
6393,_000,organise,organise,organise,0,1,1,0,0,1,0,0
6394,_000,orgulity,orgulity,org @@uli @@ty,2,0,0,3,1,0,2,1
6395,_000,orientanol,orientanol,orient @@ano @@l,2,0,0,3,1,0,2,1
6396,_000,orifice,orifice,or @@ifice,1,0,0,2,1,0,1,1
6397,_000,origanum,origanum,or @@igan @@um,2,0,0,3,1,0,2,1
6398,_000,origo,origo,or @@igo,1,0,0,2,1,0,1,1
6399,_000,orisha,orisha,or @@isha,1,0,0,2,1,0,1,1
6400,_000,orl,orl,or @@l,1,0,0,2,1,0,1,1
6401,_000,orlo,orlo,or @@lo,1,0,0,2,1,0,1,1
6402,_000,orlop,orlop,or @@lo @@p,2,0,0,3,1,0,2,1
6403,_000,ornature,ornature,or @@nat @@ure,2,0,0,3,1,0,2,1
6404,_000,orné,orné,or @@ne,2,0,0,2,1,0,1,1
6405,_000,orogen,orogen,oro @@gen,1,0,0,2,1,0,1,1
6406,_000,orotund,orotund,oro @@tu @@nd,2,0,0,3,1,0,2,1
6407,_000,orpailleur,orpailleur,or @@pa @@ille @@ur,3,0,0,4,1,0,3,1
6408,_000,orpheite,orpheite,or @@ph @@eit @@e,3,0,0,4,1,0,3,1
6409,_000,orthian,orthian,or @@thi @@an,2,0,0,3,1,0,2,1
6410,_000,orthoepy,orthoepy,or @@th @@oe @@py,3,0,0,4,1,0,3,1
6411,_000,orthoericssonite,orthoericssonite,or @@th @@oe @@ric @@sson @@ite,5,0,0,6,1,0,5,1
